sub,trial,gamble,choice,choice_fct,rt
16,85,46,1,A,2.696
16,86,79,2,B,3.152
16,87,60,2,B,6.689
16,88,76,1,A,6.624
16,89,67,1,A,4.863
16,90,34,1,A,3.645
16,91,32,2,B,5.205
17,1,78,2,B,7.811
17,2,88,1,A,7.932
17,3,11,1,A,13.737
17,4,53,1,A,22.665
17,5,48,1,A,13.053
17,6,79,1,A,14.001
17,7,12,1,A,10.772
17,8,66,2,B,12.318
17,9,6,1,A,11.649
17,10,71,2,B,18.191
17,11,17,1,A,9.572
17,12,32,1,A,11.711
17,13,85,1,A,13.108
17,14,64,1,A,10.879
17,15,33,1,A,16.808
17,16,81,2,B,8.708
17,17,25,2,B,6.942
17,18,9,1,A,13.483
17,19,73,2,B,11.003
17,20,24,2,B,8.442
17,21,1,2,B,11.473
17,22,83,1,A,5.051
17,23,7,1,A,16.983
17,24,87,1,A,7.232
17,25,41,2,B,13.803
17,26,52,1,A,15.534
17,27,54,2,B,15.961
17,28,38,2,B,20.702
17,29,19,1,A,12.998
17,30,74,2,B,9.647
17,31,86,2,B,6.389
17,32,77,1,A,4.707
17,33,22,1,A,8.568
17,34,56,2,B,7.908
17,35,91,2,B,12.144
17,36,26,1,A,20.904
17,37,4,2,B,10.761
17,38,28,2,B,18.402
17,39,2,1,A,14.408
17,40,5,1,A,13.143
17,41,59,2,B,11.268
17,42,67,1,A,10.158
17,43,89,2,B,8.242
17,44,35,1,A,6.003
17,45,16,2,B,25.897
17,46,58,2,B,12.456
17,47,47,1,A,13.061
17,48,13,2,B,17.888
17,49,50,2,B,28.131
17,50,34,2,B,12.8
17,51,36,2,B,15.128
17,52,44,2,B,14.184
17,53,42,1,A,12.838
17,54,63,1,A,14.81
17,55,57,1,A,11.994
17,56,46,2,B,12.23
17,57,23,2,B,14.607
17,58,29,2,B,12.66
17,59,55,1,A,21.366
17,60,84,2,B,9.352
17,61,30,2,B,14.367
17,62,3,2,B,14.855
17,63,43,2,B,8.665
17,64,72,1,A,12.327
17,65,31,1,A,12.679
17,66,20,1,A,13.957
17,67,68,1,A,20.729
17,68,14,1,A,10.578
17,69,45,2,B,15.313
17,70,70,2,B,16.005
17,71,8,2,B,9.561
17,72,37,2,B,12.278
17,73,80,1,A,11.635
17,74,15,2,B,10.545
17,75,21,1,A,16.52
17,76,75,2,B,11.763
17,77,62,2,B,22.428
17,78,27,2,B,12.382
17,79,39,2,B,19.893
17,80,18,1,A,9.545
17,81,40,1,A,17.861
17,82,60,1,A,16.029
17,83,51,2,B,7.157
17,84,82,2,B,8.445
17,85,65,1,A,7.429
17,86,49,2,B,10.709
17,87,90,1,A,6.882
17,88,61,2,B,9.379
17,89,76,2,B,7.728
17,90,10,1,A,7.349
17,91,69,2,B,14.402
18,1,52,2,B,8.047
18,2,22,2,B,9.369
18,3,64,1,A,8.607
18,4,33,1,A,20.114
18,5,1,2,B,12.576
18,6,40,2,B,13.472
18,7,29,2,B,14.145
18,8,50,1,A,10.52
18,9,86,2,B,6.869
18,10,69,2,B,9.317
18,11,16,2,B,11.645
18,12,57,1,A,14.47
18,13,30,1,A,12.014
18,14,47,1,A,13.221
18,15,58,2,B,5.211
18,16,62,2,B,61.447
18,17,81,2,B,10.972
18,18,20,1,A,5.583
18,19,6,2,B,6.46
18,20,72,1,A,7.197
18,21,83,1,A,16.117
18,22,90,2,B,10.78
18,23,73,1,A,14.994
18,24,5,2,B,7.232
18,25,44,2,B,20.448
18,26,89,2,B,5.812
18,27,75,2,B,14.786
18,28,68,2,B,9.155
18,29,14,2,B,7.268
18,30,91,2,B,6.547
18,31,28,2,B,8.006
18,32,26,2,B,11.436
18,33,12,2,B,25.258
18,34,37,1,A,16.984
18,35,84,1,A,0
18,36,56,2,B,7.981
18,37,18,1,A,9.296
18,38,4,2,B,11.677
18,39,8,1,A,5.677
18,40,21,1,A,50.128
18,41,60,2,B,8.156
18,42,82,2,B,4.131
18,43,77,2,B,8.115
18,44,66,1,A,4.949
18,45,7,2,B,5.149
18,46,76,2,B,5.701
18,47,63,2,B,5.753
18,48,74,2,B,4.93
18,49,65,1,A,5.624
18,50,51,2,B,20.769
18,51,67,1,A,7.869
18,52,3,2,B,6.155
18,53,88,1,A,7.222
18,54,35,1,A,12.793
18,55,78,2,B,4.228
18,56,23,2,B,32.225
18,57,31,1,A,12.97
18,58,2,2,B,4.506
18,59,24,2,B,4.212
18,60,10,1,A,5.471
18,61,53,2,B,6.025
18,62,59,2,B,4.447
18,63,70,2,B,7.257
18,64,85,1,A,6.439
18,65,54,2,B,6.08
18,66,39,2,B,15.618
18,67,19,1,A,3.423
18,68,45,1,A,1.207
18,69,27,2,B,0.189
18,70,48,1,A,62.888
18,71,42,2,B,44.315
18,72,32,2,B,4.572
18,73,41,1,A,2.734
18,74,55,2,B,9.452
18,75,17,2,B,25.467
18,76,71,2,B,9.307
18,77,79,2,B,5.122
18,78,38,2,B,18.221
18,79,25,1,A,1.257
18,80,46,1,A,5.05
18,81,34,2,B,21.8
18,82,49,1,A,1.641
18,83,43,2,B,2.794
18,84,87,1,A,6.501
18,85,36,2,B,16.88
18,86,9,2,B,13.825
18,87,11,2,B,5.969
18,88,15,2,B,3.811
18,89,80,1,A,13.764
18,90,13,1,A,7.2
18,91,61,2,B,9.123
21,1,8,2,B,12.8
21,2,15,2,B,7.174
21,3,1,2,B,9.201
21,4,27,2,B,6.872
21,5,37,2,B,9.678
21,6,44,2,B,5.332
21,7,53,2,B,10.66
21,8,78,2,B,10.817
21,9,39,2,B,3.654
21,10,30,2,B,6.338
21,11,76,2,B,5.186
21,12,62,2,B,7.778
21,13,2,1,A,8.2
21,14,75,1,A,5.848
21,15,70,2,B,5.631
21,16,69,2,B,3.557
21,17,85,2,B,7.401
21,18,7,1,A,11.155
21,19,14,1,A,2.235
21,20,18,2,B,2.59
21,21,54,2,B,4.457
21,22,88,2,B,3.351
21,23,73,2,B,3.295
21,24,67,1,A,4.315
21,25,46,2,B,5.085
21,26,29,2,B,3.03
21,27,3,2,B,3.102
21,28,31,1,A,2.761
21,29,68,2,B,4.771
21,30,50,1,A,8.923
21,31,6,2,B,1.926
21,32,66,1,A,4.537
21,33,25,2,B,4.302
21,34,40,1,A,8.628
21,35,35,1,A,6.5
21,36,58,1,A,8.583
21,37,82,2,B,4.013
21,38,51,2,B,5.568
21,39,32,2,B,4.528
21,40,86,2,B,3.671
21,41,41,2,B,2.64
21,42,81,2,B,5.86
21,43,87,1,A,2.989
21,44,56,1,A,3.944
21,45,17,1,A,3.402
21,46,16,1,A,4.935
21,47,13,1,A,3.843
21,48,23,2,B,3.378
21,49,65,1,A,5.947
21,50,21,1,A,5.061
21,51,49,2,B,6.057
21,52,91,2,B,4.551
21,53,5,2,B,3.501
21,54,12,1,A,4.091
21,55,61,2,B,7.121
21,56,11,1,A,5.777
21,57,43,2,B,7.917
21,58,22,2,B,3.351
21,59,55,1,A,3.302
21,60,48,1,A,8.89
21,61,84,1,A,4.293
21,62,47,2,B,5.933
21,63,72,1,A,3.432
21,64,63,1,A,5.825
21,65,83,1,A,6.076
21,66,79,1,A,3.91
21,67,42,1,A,7.055
21,68,60,2,B,4.557
21,69,64,1,A,10.879
21,70,77,1,A,2.041
21,71,74,2,B,5.356
21,72,36,1,A,5.419
21,73,89,1,A,5.645
21,74,45,2,B,4.563
21,75,38,2,B,3.036
21,76,34,1,A,4.699
21,77,52,1,A,6.138
21,78,24,1,A,3.824
21,79,33,2,B,4.901
21,80,10,1,A,6.718
21,81,28,1,A,6.693
21,82,26,1,A,9.101
21,83,59,2,B,4.07
21,84,19,1,A,4.374
21,85,4,1,A,3.389
21,86,20,1,A,3.348
21,87,90,1,A,2.801
21,88,57,1,A,6.349
21,89,80,1,A,3.971
21,90,71,2,B,6.808
21,91,9,1,A,3.995
22,1,70,1,A,0.701
22,2,72,1,A,2.164
22,3,27,2,B,1.325
22,4,15,2,B,2.028
22,5,33,2,B,1.768
22,6,36,1,A,1.178
22,7,31,1,A,1.726
22,8,50,1,A,3.755
22,9,10,1,A,2.097
22,10,64,1,A,1.694
22,11,12,1,A,1.21
22,12,24,1,A,1.3
22,13,22,2,B,6.9
22,14,88,2,B,2.26
22,15,3,1,A,1.721
22,16,59,1,A,1.938
22,17,16,1,A,3.766
22,18,63,2,B,3.73
22,19,20,2,B,2.971
22,20,68,1,A,2.741
22,21,62,1,A,1.522
22,22,1,2,B,1.882
22,23,58,1,A,1.678
22,24,85,2,B,1.924
22,25,4,2,B,1.93
22,26,40,2,B,1.916
22,27,54,1,A,1.841
22,28,13,1,A,1.665
22,29,91,2,B,2.886
22,30,26,2,B,2.024
22,31,82,2,B,5.084
22,32,49,1,A,3.554
22,33,61,1,A,2.2
22,34,38,1,A,1.9
22,35,42,1,A,1.4
22,36,25,2,B,1.591
22,37,71,1,A,5.668
22,38,55,1,A,1.981
22,39,90,1,A,3.461
22,40,7,2,B,3.174
22,41,74,1,A,1.274
22,42,56,1,A,2.169
22,43,29,1,A,1.449
22,44,46,1,A,2.036
22,45,34,2,B,1.429
22,46,14,2,B,1.684
22,47,18,2,B,0.927
22,48,75,2,B,1.29
22,49,47,2,B,1.519
22,50,78,2,B,2.2
22,51,48,1,A,1.487
22,52,67,1,A,1.063
22,53,69,2,B,1.096
22,54,51,1,A,1.167
22,55,23,1,A,1.182
22,56,76,1,A,4.392
22,57,9,1,A,2.852
22,58,45,2,B,0.827
22,59,30,2,B,1.142
22,60,87,2,B,1.452
22,61,11,2,B,10.885
22,62,79,1,A,2.301
22,63,73,1,A,1.278
22,64,83,2,B,2.531
22,65,86,1,A,1.574
22,66,5,1,A,1.064
22,67,6,2,B,1.04
22,68,35,1,A,1.066
22,69,65,2,B,1.385
22,70,43,2,B,2.141
22,71,66,2,B,2.386
22,72,52,1,A,1.975
22,73,39,1,A,2.384
22,74,44,2,B,1.132
22,75,21,1,A,1.933
22,76,77,1,A,1.636
22,77,80,2,B,8.335
22,78,60,2,B,1.4
22,79,89,1,A,0.845
22,80,19,1,A,1.092
22,81,84,1,A,0.639
22,82,8,2,B,0.733
22,83,41,2,B,1.183
22,84,28,1,A,1.076
22,85,17,1,A,1.392
22,86,81,1,A,2.066
22,87,53,2,B,1.356
22,88,2,1,A,0.8
22,89,32,2,B,0.643
22,90,37,2,B,1.501
22,91,57,1,A,1.573
23,1,76,2,B,5.313
23,2,31,2,B,8.807
23,3,89,2,B,9.189
23,4,91,2,B,5.202
23,5,45,1,A,9.134
23,6,59,2,B,8.383
23,7,41,2,B,11.555
23,8,74,2,B,5.401
23,9,60,1,A,5.401
23,10,77,1,A,13.018
23,11,16,1,A,6.058
23,12,27,2,B,9.961
23,13,4,2,B,9.64
23,14,64,2,B,5.636
23,15,54,2,B,7.879
23,16,68,1,A,3.875
23,17,71,2,B,10.795
23,18,29,2,B,11.66
23,19,18,2,B,4.999
23,20,85,2,B,2.657
23,21,82,2,B,6.975
23,22,38,1,A,80.892
23,23,86,2,B,7.726
23,24,87,2,B,4.577
23,25,56,1,A,4.622
23,26,6,2,B,4.4
23,27,69,2,B,7.541
23,28,36,2,B,11.028
23,29,80,2,B,4.38
23,30,17,2,B,4.225
23,31,8,2,B,4.6
23,32,47,1,A,8.221
23,33,25,2,B,4.944
23,34,83,1,A,4.676
23,35,11,1,A,7.46
23,36,88,1,A,2.15
23,37,37,2,B,4.489
23,38,26,2,B,14.945
23,39,42,1,A,11.625
23,40,34,1,A,6.9
23,41,32,2,B,3.12
23,42,5,1,A,5.5
23,43,51,1,A,9.014
23,44,44,2,B,2.421
23,45,22,2,B,3.876
23,46,23,2,B,2.259
23,47,66,2,B,2.896
23,48,46,2,B,3.373
23,49,14,1,A,1.697
23,50,48,2,B,5.181
23,51,40,2,B,5.08
23,52,81,1,A,1.966
23,53,2,1,A,0.774
23,54,19,2,B,0.001
23,55,43,1,A,0
23,56,15,2,B,0.429
23,57,58,2,B,0.001
23,58,65,2,B,0.001
23,59,21,2,B,0.001
23,60,39,1,A,0.001
23,61,53,1,A,0
23,62,52,1,A,0.001
23,63,28,1,A,0.001
23,64,24,1,A,0.001
23,65,49,2,B,0.443
23,66,30,2,B,0.011
23,67,63,2,B,0.001
23,68,7,2,B,0.001
23,69,67,1,A,0.001
23,70,50,1,A,0.386
23,71,10,2,B,0.001
23,72,13,2,B,0.315
23,73,61,2,B,0.001
23,74,57,2,B,0.012
23,75,12,2,B,0.001
23,76,90,2,B,0
23,77,1,2,B,0.001
23,78,72,1,A,0.23
23,79,73,2,B,0.073
23,80,35,2,B,0
23,81,55,2,B,0.001
23,82,79,1,A,0.444
23,83,33,1,A,0.013
23,84,9,1,A,0.3
23,85,70,1,A,0.001
23,86,84,1,A,0.001
23,87,3,1,A,0.001
23,88,75,1,A,0.03
23,89,62,1,A,0
23,90,78,1,A,0.228
23,91,20,2,B,0.281
24,1,69,1,A,98.624
24,2,66,2,B,67.275
24,3,30,2,B,41.801
24,4,15,2,B,4.549
24,5,18,2,B,30.858
24,6,32,1,A,33.683
24,7,51,1,A,25.682
24,8,33,1,A,25.39
24,9,63,1,A,23.013
24,10,12,1,A,15.08
24,11,65,1,A,8.862
24,12,87,2,B,25.265
24,13,24,2,B,44.762
24,14,7,2,B,4.065
24,15,19,1,A,5.147
24,16,85,1,A,2.685
24,17,67,1,A,13.472
24,18,82,2,B,12.901
24,19,28,1,A,28.843
24,20,50,1,A,18.522
24,21,53,2,B,18.053
24,22,55,2,B,7.001
24,23,90,1,A,17.181
24,24,22,2,B,28.14
24,25,52,1,A,6.775
24,26,35,1,A,7.347
24,27,16,1,A,93.182
24,28,29,1,A,17.413
24,29,38,2,B,0
24,30,37,2,B,10.342
24,31,44,2,B,9.779
24,32,42,2,B,18.4
24,33,74,1,A,1.768
24,34,78,2,B,3.445
24,35,68,1,A,7.212
24,36,61,1,A,4.864
24,37,41,2,B,2.279
24,38,58,2,B,1.047
24,39,4,2,B,1.312
24,40,8,2,B,1.352
24,41,43,1,A,2.349
24,42,5,1,A,1.11
24,43,49,2,B,0.867
24,44,64,2,B,0.576
24,45,23,1,A,1.128
24,46,48,1,A,1.647
24,47,70,1,A,1.097
24,48,60,2,B,1.386
24,49,57,1,A,0.77
24,50,46,2,B,1.328
24,51,59,2,B,0.398
24,52,54,1,A,1.653
24,53,13,1,A,1.801
24,54,76,2,B,2.495
24,55,34,2,B,6.271
24,56,79,1,A,1.954
24,57,27,2,B,3.071
24,58,25,2,B,2.561
24,59,3,1,A,1.647
24,60,91,2,B,7.215
24,61,80,1,A,2.592
24,62,40,2,B,11.596
24,63,47,1,A,4.899
24,64,56,2,B,4.771
24,65,62,2,B,6.781
24,66,86,1,A,6.799
24,67,77,1,A,10.896
24,68,72,1,A,17.468
24,69,73,2,B,8.226
24,70,20,1,A,2.069
24,71,75,1,A,3.402
24,72,89,1,A,2.926
24,73,9,1,A,1.901
24,74,88,2,B,3.536
24,75,83,2,B,6.101
24,76,1,2,B,2.252
24,77,71,2,B,4.612
24,78,39,2,B,6.397
24,79,10,1,A,1.61
24,80,17,1,A,1.229
24,81,11,1,A,1.284
24,82,26,1,A,1.626
24,83,2,2,B,2.121
24,84,81,2,B,2.25
24,85,84,1,A,2.14
24,86,45,2,B,5.765
24,87,14,1,A,5.459
24,88,36,2,B,17.602
24,89,21,1,A,1.935
24,90,6,2,B,1.552
24,91,31,1,A,2.051
26,1,89,2,B,21.238
26,2,79,1,A,11.35
26,3,8,2,B,11.578
26,4,60,2,B,9.835
26,5,58,2,B,10.246
26,6,51,1,A,16.233
26,7,80,1,A,6.536
26,8,7,2,B,9.668
26,9,13,2,B,15.761
26,10,67,1,A,10.079
26,11,49,2,B,15.253
26,12,75,2,B,10.897
26,13,24,2,B,8.4
26,14,68,2,B,12.399
26,15,77,2,B,4.402
26,16,28,2,B,18.06
26,17,84,2,B,6.434
26,18,88,2,B,18.588
26,19,1,2,B,8
26,20,36,1,A,13.689
26,21,74,2,B,44.422
26,22,48,1,A,8.923
26,23,64,1,A,7.998
26,24,69,2,B,6.277
26,25,41,2,B,6.041
26,26,54,2,B,7.087
26,27,42,1,A,11.422
26,28,65,1,A,7.997
26,29,78,1,A,2.284
26,30,12,2,B,11.887
26,31,30,1,A,8.801
26,32,38,1,A,9.332
26,33,71,2,B,13.984
26,34,35,2,B,4.821
26,35,29,2,B,10.401
26,36,90,1,A,14.718
26,37,32,1,A,3.333
26,38,73,1,A,7.367
26,39,70,1,A,6.433
26,40,4,2,B,3.849
26,41,57,1,A,8.086
26,42,3,1,A,3.902
26,43,59,2,B,28.49
26,44,16,1,A,7.485
26,45,20,1,A,5.944
26,46,86,2,B,7.175
26,47,26,2,B,5.1
26,48,83,1,A,4.669
26,49,21,1,A,4.596
26,50,62,2,B,7.57
26,51,23,2,B,11.62
26,52,81,2,B,9.765
26,53,50,1,A,12.055
26,54,31,1,A,14.557
26,55,44,2,B,7.545
26,56,2,1,A,4.162
26,57,46,2,B,10.61
26,58,52,1,A,10.109
26,59,18,1,A,1.937
26,60,87,1,A,6.469
26,61,63,2,B,9.479
26,62,91,2,B,8.364
26,63,56,2,B,9.236
26,64,6,2,B,6.77
26,65,14,1,A,7.521
26,66,15,2,B,8.084
26,67,43,2,B,8.832
26,68,55,2,B,13.496
26,69,72,2,B,2.868
26,70,10,2,B,5.918
26,71,11,2,B,5.909
26,72,33,1,A,10.097
26,73,27,2,B,3.112
26,74,39,1,A,5.1
26,75,61,2,B,2.401
26,76,66,2,B,3.634
26,77,76,1,A,1.385
26,78,5,1,A,11.164
26,79,82,1,A,8.289
26,80,19,1,A,6.614
26,81,22,1,A,6.715
26,82,34,1,A,6.7
26,83,17,1,A,8.086
26,84,37,2,B,12.622
26,85,45,2,B,1.597
26,86,85,1,A,0.99
26,87,40,1,A,9.859
26,88,9,2,B,7.858
26,89,47,1,A,5.549
26,90,53,1,A,8.775
26,91,25,2,B,4.926
27,1,77,1,A,5.768
27,2,86,2,B,7.142
27,3,36,1,A,4.254
27,4,75,1,A,1.281
27,5,8,2,B,0.629
27,6,89,1,A,2.122
27,7,27,1,A,5.115
27,8,5,1,A,6.778
27,9,24,1,A,6.403
27,10,2,1,A,1.672
27,11,9,1,A,1.087
27,12,60,2,B,3.771
27,13,6,2,B,4.038
27,14,73,1,A,5.264
27,15,19,1,A,1.861
27,16,13,1,A,6.257
27,17,62,1,A,4.872
27,18,11,1,A,5.775
27,19,1,1,A,4.799
27,20,41,1,A,1.331
27,21,49,2,B,2.57
27,22,83,1,A,7.155
27,23,55,1,A,2.822
27,24,20,1,A,2.739
27,25,31,2,B,5.723
27,26,42,2,B,3.645
27,27,81,2,B,6.754
27,28,69,1,A,4.8
27,29,35,1,A,8.986
27,30,68,2,B,4.616
27,31,64,1,A,1.081
27,32,4,2,B,7.773
27,33,78,1,A,1.241
27,34,80,1,A,12.633
27,35,29,2,B,6.936
27,36,48,2,B,2.773
27,37,23,2,B,1.766
27,38,46,1,A,1.128
27,39,54,1,A,1.124
27,40,72,2,B,2.101
27,41,74,2,B,1.879
27,42,28,2,B,1.739
27,43,50,2,B,3.381
27,44,45,1,A,6.415
27,45,88,1,A,3.892
27,46,90,1,A,4.09
27,47,17,2,B,4.615
27,48,38,1,A,1.45
27,49,82,2,B,1.901
27,50,21,2,B,2.659
27,51,63,1,A,2.79
27,52,58,2,B,4.2
27,53,53,1,A,3.947
27,54,61,1,A,5.877
27,55,12,1,A,1.143
27,56,85,2,B,0.911
27,57,43,2,B,0.361
27,58,30,2,B,5.596
27,59,44,2,B,3.982
27,60,66,2,B,1.048
27,61,7,1,A,1.862
27,62,84,1,A,1.835
27,63,79,1,A,2.563
27,64,56,2,B,2.4
27,65,67,1,A,0.911
27,66,15,2,B,0.4
27,67,76,2,B,2.801
27,68,87,2,B,2.335
27,69,47,1,A,4.498
27,70,37,1,A,6.634
27,71,32,1,A,0.719
27,72,25,2,B,1.795
27,73,70,1,A,1.282
27,74,40,1,A,3.742
27,75,18,2,B,3.2
27,76,3,1,A,1.115
27,77,57,1,A,0.571
27,78,71,1,A,21.293
27,79,65,2,B,1.865
27,80,59,2,B,0.157
27,81,22,2,B,0.797
27,82,14,1,A,0.922
27,83,26,2,B,1.059
27,84,10,2,B,1.516
27,85,16,2,B,2.428
27,86,39,1,A,2.769
27,87,34,2,B,2.001
27,88,51,1,A,3.868
27,89,33,1,A,0.721
27,90,91,2,B,1.049
27,91,52,1,A,6
28,1,86,2,B,18.502
28,2,15,2,B,7.701
28,3,76,1,A,6.968
28,4,44,1,A,7.301
28,5,20,1,A,7.401
28,6,37,2,B,9.859
28,7,49,2,B,18.6
28,8,31,1,A,10.755
28,9,36,1,A,4.481
28,10,80,1,A,6.398
28,11,24,2,B,12.498
28,12,22,2,B,6.36
28,13,58,2,B,7.788
28,14,32,2,B,6.76
28,15,52,1,A,6.986
28,16,59,2,B,15.34
28,17,17,1,A,15.601
28,18,35,1,A,7.401
28,19,56,1,A,9.542
28,20,90,1,A,5.654
28,21,75,1,A,5.843
28,22,51,2,B,8.876
28,23,54,1,A,7.475
28,24,88,1,A,7.37
28,25,40,1,A,13.9
28,26,87,1,A,9.046
28,27,26,1,A,5.387
28,28,89,2,B,8.994
28,29,64,1,A,15.645
28,30,11,1,A,9.088
28,31,71,2,B,7.301
28,32,19,2,B,6.601
28,33,68,1,A,4.101
28,34,55,2,B,9.901
28,35,39,2,B,11.401
28,36,25,2,B,9.665
28,37,50,1,A,13.944
28,38,85,1,A,8.744
28,39,43,1,A,8.862
28,40,38,2,B,11.888
28,41,77,2,B,7.868
28,42,3,2,B,5.242
28,43,78,1,A,5.201
28,44,16,1,A,10.458
28,45,10,1,A,4.774
28,46,84,2,B,7.253
28,47,72,1,A,5.942
28,48,34,1,A,6.001
28,49,41,2,B,4.902
28,50,1,2,B,9.753
28,51,30,1,A,8.401
28,52,28,1,A,13.073
28,53,21,1,A,8.08
28,54,62,1,A,6.701
28,55,65,1,A,7.789
28,56,6,1,A,8.153
28,57,91,2,B,6.687
28,58,7,2,B,9.097
28,59,5,1,A,7.588
28,60,81,2,B,6.193
28,61,42,2,B,6.838
28,62,82,2,B,9.402
28,63,18,2,B,11.384
28,64,69,1,A,12.178
28,65,8,2,B,6.667
28,66,23,2,B,8.44
28,67,79,2,B,4.9
28,68,4,2,B,16.401
28,69,61,2,B,13.681
28,70,63,1,A,11.597
28,71,60,2,B,10.601
28,72,29,2,B,8.782
28,73,9,2,B,8.372
28,74,13,1,A,8.159
28,75,46,2,B,7.901
28,76,33,2,B,8.385
28,77,83,1,A,5.782
28,78,48,1,A,4.5
28,79,12,2,B,4.663
28,80,53,1,A,7.696
28,81,2,1,A,13.547
28,82,67,1,A,7.547
28,83,70,2,B,9.883
28,84,74,2,B,7.595
28,85,57,1,A,8.901
28,86,47,1,A,14.046
28,87,66,1,A,12.001
28,88,14,1,A,7.402
28,89,45,2,B,10.443
28,90,27,2,B,8.268
28,91,73,1,A,8.3
29,1,1,1,A,3.87
29,2,38,1,A,13.225
29,3,2,2,B,8.464
29,4,70,2,B,4.09
29,5,3,1,A,5.426
29,6,34,2,B,10.342
29,7,56,2,B,2.677
29,8,31,1,A,2.653
29,9,43,1,A,6.634
29,10,65,1,A,3.472
29,11,64,1,A,3.358
29,12,18,1,A,5.518
29,13,86,2,B,4.723
29,14,39,2,B,3.523
29,15,55,1,A,5.449
29,16,4,2,B,5.818
29,17,8,2,B,6.316
29,18,89,1,A,6.229
29,19,66,1,A,2.86
29,20,35,1,A,6.387
29,21,41,2,B,4.118
29,22,5,2,B,7.886
29,23,36,1,A,3.59
29,24,59,1,A,9.515
29,25,20,1,A,10.471
29,26,46,1,A,1.818
29,27,49,2,B,1.726
29,28,52,2,B,1.683
29,29,53,1,A,1.876
29,30,12,1,A,5.339
29,31,69,2,B,6.125
29,32,51,2,B,5.445
29,33,58,1,A,1.723
29,34,88,2,B,2.284
29,35,37,1,A,1.977
29,36,44,2,B,2.792
29,37,24,1,A,2.463
29,38,23,2,B,1.019
29,39,29,1,A,2.989
29,40,48,2,B,2.464
29,41,13,1,A,6.646
29,42,72,1,A,2.009
29,43,33,2,B,6.363
29,44,91,2,B,7.985
29,45,9,2,B,4.619
29,46,68,2,B,4.093
29,47,75,1,A,4.782
29,48,73,2,B,4.43
29,49,40,2,B,14.886
29,50,27,1,A,3.532
29,51,61,1,A,6.036
29,52,76,2,B,5.163
29,53,79,1,A,3.324
29,54,14,1,A,10.291
29,55,10,2,B,5.786
29,56,26,2,B,4.566
29,57,74,2,B,5.217
29,58,28,1,A,18.362
29,59,30,2,B,5.395
29,60,15,1,A,1.482
29,61,81,1,A,3.773
29,62,7,2,B,6.933
29,63,57,1,A,7.899
29,64,25,2,B,1.717
29,65,11,2,B,2.89
29,66,83,1,A,7.548
29,67,6,2,B,4.282
29,68,63,1,A,6.294
29,69,84,2,B,4.797
29,70,45,2,B,5.501
29,71,22,2,B,2.81
29,72,90,1,A,1.949
29,73,67,1,A,4.729
29,74,85,2,B,5.386
29,75,71,1,A,5.632
29,76,50,2,B,0.777
29,77,77,1,A,1.938
29,78,82,2,B,1.599
29,79,32,1,A,2.096
29,80,42,1,A,6.033
29,81,80,2,B,3.381
29,82,62,2,B,0.968
29,83,47,1,A,6.05
29,84,16,2,B,4.884
29,85,87,1,A,4.58
29,86,60,2,B,3.483
29,87,78,2,B,2.512
29,88,17,2,B,3.279
29,89,19,1,A,4.972
29,90,21,1,A,3.015
29,91,54,2,B,4.084
32,1,47,2,B,21.823
32,2,73,2,B,6.876
32,3,70,1,A,38.197
32,4,63,2,B,5.133
32,5,69,2,B,1.264
32,6,32,1,A,5.243
32,7,78,2,B,3.01
32,8,85,1,A,5.628
32,9,11,1,A,4.148
32,10,82,2,B,3.204
32,11,59,2,B,8.904
32,12,12,2,B,7.72
32,13,40,2,B,11.344
32,14,14,2,B,1.952
32,15,90,1,A,0.501
32,16,30,2,B,1.272
32,17,42,2,B,1.498
32,18,16,1,A,0.625
32,19,22,2,B,2.091
32,20,86,1,A,1.842
32,21,54,1,A,1.337
32,22,60,1,A,1.834
32,23,38,2,B,2.804
32,24,8,1,A,1.903
32,25,5,1,A,0.987
32,26,31,2,B,1.994
32,27,29,1,A,1.961
32,28,68,1,A,2.343
32,29,71,2,B,2.799
32,30,87,2,B,4.678
32,31,81,1,A,4.664
32,32,49,2,B,2.834
32,33,2,2,B,8.77
32,34,55,2,B,3.149
32,35,56,1,A,1.568
32,36,6,2,B,2.886
32,37,57,1,A,0.446
32,38,26,1,A,2.263
32,39,64,2,B,2.904
32,40,61,1,A,0.744
32,41,91,2,B,7.606
32,42,66,2,B,2.2
32,43,19,1,A,1.738
32,44,77,2,B,3.747
32,45,9,1,A,2.345
32,46,39,2,B,3.193
32,47,41,1,A,1.396
32,48,83,1,A,3.243
32,49,88,1,A,1.8
32,50,17,1,A,1.765
32,51,3,2,B,2.086
32,52,76,2,B,4.033
32,53,23,2,B,1.701
32,54,62,1,A,3.738
32,55,45,2,B,3.08
32,56,15,2,B,1.649
32,57,34,1,A,3.801
32,58,21,2,B,2.672
32,59,10,1,A,3.347
32,60,44,2,B,0.756
32,61,43,1,A,0.707
32,62,25,2,B,1.406
32,63,58,2,B,6.927
32,64,35,2,B,2.404
32,65,48,1,A,2.545
32,66,46,1,A,1.494
32,67,79,2,B,0.95
32,68,50,1,A,1.79
32,69,4,2,B,2.07
32,70,84,2,B,2.164
32,71,13,1,A,1.704
32,72,24,2,B,7.27
32,73,18,2,B,4.695
32,74,36,2,B,3.389
32,75,72,2,B,4.545
32,76,65,1,A,1.875
32,77,7,2,B,3.491
32,78,74,1,A,2.374
32,79,80,2,B,6.37
32,80,1,1,A,5.159
32,81,53,2,B,7.332
32,82,27,1,A,2.14
